Original SMILES,Reconstructed SMILES
CCCCOC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1
CC(C)=CCCC(C)=CCOC1=C2C=COC2=CC2=C1C=CC(=O)O2,CC(C)=CCCC(C)=CCOC1=C2C=COC2=CC2=C1C=CC(=O)O2
COC1=C(O)C=C2C(=O)OC3C(OC(CO)C(O)C3O)C2=C1O,COC1=C(O)C=C2C(=O)OC3C(OC(CO)C(O)C3O)C2=C1O
CC1(C)CCC2=C(O1)C1=CC=CC=C1C(=O)C2=O,CC1(C)CCC2=C(O1)C1=CC=CC=C1C(=O)C2=O
O=C1C=C(C2=CC=CC=C2)OC2=CC=C3C=CC=CC3=C12,O=C1C=C(C2=CC=CC=C2)OC2=CC=C3C=CC=CC3=C12
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1,CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1
CC(C)(OCC1=NN(CC2=CC=CC=C2)C2=CC=CC=C21)C(=O)O,CC(C)(OCC1=NN(CC2=CC=CC=C2)C2=CC=CC=C21)C(=O)O
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC
COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC,COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC
CC(=O)OC1=CC=C(C(C2=CC=C(OC(C)=O)C=C2)C2=CC=CC=N2)C=C1,CC(=O)OC1=CC=C(C(C2=CC=C(OC(C)=O)C=C2)C2=CC=CC=N2)C=C1
OC1=CC=C(C(C2=CC=C(O)C=C2)(C(F)(F)F)C(F)(F)F)C=C1,OC1=CC=C(C(C2=CC=C(O)C=C2)(C(F)(F)F)C(F)(F)F)C=C1
OC1=C(Cl)C=C(Cl)C=C1SC1=CC(Cl)=CC(Cl)=C1O,OC1=C(Cl)C=C(Cl)C=C1SC1=CC(Cl)=CC(Cl)=C1O
NC(=O)NC(N)=O,NC(=O)NC(N)=O
C=CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)C=CC4(C)C3CCC12C,C=CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)C=CC4(C)C3CCC12C
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CCCC1C(=O)O,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CCCC1C(=O)O
O=C(NC1=CC=CC=C1C1=CC=C(Cl)C=C1)C1=CC=CN=C1Cl,O=C(NC1=CC=CC=C1C1=CC=C(Cl)C=C1)C1=CC=CN=C1Cl
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1
COC1=CC2=C(C=C1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,COC1=CC2=C(C=C1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
CC12CCC3C4=CC=C(OS(=O)(=O)O)C=C4CCC3C1CCC2=O,CC12CCC3C4=CC=C(OS(=O)(=O)O)C=C4CCC3C1CCC2=O
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=COC(=O)C=C3)CCC12O,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=COC(=O)C=C3)CCC12O
COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1,COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=COC(=O)C=C3)CC3OC312,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=COC(=O)C=C3)CC3OC312
CCCCN=C(N)N=C(N)N,CCCCN=C(N)N=C(N)N
CC(C)N1C(=O)N(C2=CC=CC=C2)CSC1=NC(C)(C)C,CC(C)N1C(=O)N(C2=CC=CC=C2)CSC1=NC(C)(C)C
O=C(O)C=CC(=O)O,O=C(O)C=CC(=O)O
CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC
O=C1CC(C2=CC=C(O)C(O)=C2)OC2=CC(O)=CC=C12,O=C1CC(C2=CC=C(O)C(O)=C2)OC2=CC(O)=CC=C12
CCC(C)NC1=C(N(=O)O)C=C(C(C)(C)C)C=C1N(=O)O,CCC(C)NC1=C(N(=O)O)C=C(C(C)(C)C)C=C1N(=O)O
COC1=CC2=NC=CC(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3)=C2C=C1OC,COC1=CC2=NC=CC(OC3=CC=C(NC(=O)C4(C(=O)NC5=CC=C(F)C=C5)CC4)C=C3)=C2C=C1OC
CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1=CC=C(C)C=C12,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1=CC=C(C)C=C12
CC12C(=O)OC(=O)C1(C)C1CCC2O1,CC12C(=O)OC(=O)C1(C)C1CCC2O1
CNC(=O)OC1=CC=CC2=CC=CC=C21,CNC(=O)OC1=CC=CC2=CC=CC=C21
C1=CC=C2C(=C1)NC1=CC=CC=C12,C1=CC=C2C(=C1)NC1=CC=CC=C12
CC1=C(C(=O)NC2=CC=CC=C2)SCCO1,CC1=C(C(=O)NC2=CC=CC=C2)SCCO1
CCCCN=C(O)NS(=O)(=O)C1=CC=C(N)C=C1,CCCCN=C(O)NS(=O)(=O)C1=CC=C(N)C=C1
CCOC(=O)C(Cl)CC1=CC(N2N=C(C)N(C(F)F)C2=O)=C(F)C=C1Cl,CCOC(=O)C(Cl)CC1=CC(N2N=C(C)N(C(F)F)C2=O)=C(F)C=C1Cl
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
CCC1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1CC1NCCC2=CC(O)=C(OC)C=C21,CCC1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1CC1NCCC2=CC(O)=C(OC)C=C21
NCC1CCC(C(=O)OC2=CC=C(CCC(=O)O)C=C2)CC1,NCC1CCC(C(=O)OC2=CC=C(CCC(=O)O)C=C2)CC1
CN1CCN(C2=NC3=CC(C(F)(F)F)=CC=C3N3C=CC=C23)CC1,CN1CCN(C2=NC3=CC(C(F)(F)F)=CC=C3N3C=CC=C23)CC1
NC1=NC2=CC=C(Cl)C=C2C2=NC(C3=CC=CO3)=NN12,NC1=NC2=CC=C(Cl)C=C2C2=NC(C3=CC=CO3)=NN12
O=C1C=C(C(=O)O)OC(C(=O)O)=C1,O=C1C=C(C(=O)O)OC(C(=O)O)=C1
CN1CC2=C(C=CC3=C2OCO3)C2C(O)CC3=CC4=C(C=C3C21)OCO4,CN1CC2=C(C=CC3=C2OCO3)C2C(O)CC3=CC4=C(C=C3C21)OCO4
CC1=CC(Cl)=CC=C1N=CN(C)C,CC1=CC(Cl)=CC=C1N=CN(C)C
CCOP(=O)(OCC)OC(=CCl)C1=CC=C(Cl)C=C1Cl,CCOP(=O)(OCC)OC(=CCl)C1=CC=C(Cl)C=C1Cl
CC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1,CC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1
CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1
CC(C)OC(=O)NC1=CC=CC(Cl)=C1,CC(C)OC(=O)NC1=CC=CC(Cl)=C1
COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl
COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl,COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl
N=C(S)C1=C(Cl)C=CC=C1Cl,N=C(S)C1=C(Cl)C=CC=C1Cl
CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
CC(C)NCC(O)C1=CC=C(N)C(C#N)=C1,CC(C)NCC(O)C1=CC=C(N)C(C#N)=C1
O=C(O)C1=CC(C2=CC=CC=C2)=NC2=CC=CC=C21,O=C(O)C1=CC(C2=CC=CC=C2)=NC2=CC=CC=C21
CC(=O)OC1C(C2=COC(=O)C=C2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13,CC(=O)OC1C(C2=COC(=O)C=C2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13
CC(C)(OC1=CC=C(C2CC2(Cl)Cl)C=C1)C(=O)O,CC(C)(OC1=CC=C(C2CC2(Cl)Cl)C=C1)C(=O)O
COC1=CC2=C(C(=O)C=C(C3=CC=C(O)C=C3)O2)C(O)=C1OC,COC1=CC2=C(C(=O)C=C(C3=CC=C(O)C=C3)O2)C(O)=C1OC
COC(=O)C=C(C)OP(=O)(OC)OC,COC(=O)C=C(C)OP(=O)(OC)OC
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC(Cl)=C1Cl,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC(Cl)=C1Cl
OC1=C(I)C=C(Cl)C2=CC=CN=C21,OC1=C(I)C=C(Cl)C2=CC=CN=C21
NC(=NCC1=CC=C(Cl)C=C1)SCCCC1=CN=CN1,NC(=NCC1=CC=C(Cl)C=C1)SCCCC1=CN=CN1
CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O
CC1(C)CON(CC2=CC=CC=C2Cl)C1=O,CC1(C)CON(CC2=CC=CC=C2Cl)C1=O
CC1=C(Cl)C=CC=C1NC1=NC=CC=C1C(=O)O,CC1=C(Cl)C=CC=C1NC1=NC=CC=C1C(=O)O
O=C(O)C(C1=CC=CC=C1Cl)N1CCC2=C(C=CS2)C1,O=C(O)C(C1=CC=CC=C1Cl)N1CCC2=C(C=CS2)C1
CC1=C(Cl)C(=O)C(Cl)=C(C)N1,CC1=C(Cl)C(=O)C(Cl)=C(C)N1
CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12
CNC(=NN(=O)O)NCC1=CN=C(Cl)S1,CNC(=NN(=O)O)NCC1=CN=C(Cl)S1
CNC1CCC2=CC(OC)=C(OC)C(OC)=C2C2=CC=C(OC)C(=O)C=C21,CNC1CCC2=CC(OC)=C(OC)C(OC)=C2C2=CC=C(OC)C(=O)C=C21
CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C,CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C
NC1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)NC(O)=N1,NC1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)NC(O)=N1
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1C,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1C
COC1=CC2=C(C=C1OC)C1C(C)C3=CC=C(OC)C(OC)=C3CN1CC2,COC1=CC2=C(C=C1OC)C1C(C)C3=CC=C(OC)C(OC)=C3CN1CC2
CCC1CN2CCC3=C(NC4=CC=CC=C43)C2CC1C(=COC)C(=O)OC,CCC1CN2CCC3=C(NC4=CC=CC=C43)C2CC1C(=COC)C(=O)OC
C=CC1CN2CCC3=C(NC4=CC=CC=C43)C2CC1C(=COC)C(=O)OC,C=CC1CN2CCC3=C(NC4=CC=CC=C43)C2CC1C(=COC)C(=O)OC
CCOP(=S)(OCC)OC1=CC=C2C(=C1)OC(=O)C(Cl)=C2C,CCOP(=S)(OCC)OC1=CC=C2C(=C1)OC(=O)C(Cl)=C2C
O=C1OC2=CC=CC=C2C(O)=C1C1CCCC2=CC=CC=C21,O=C1OC2=CC=CC=C2C(O)=C1C1CCCC2=CC=CC=C21
CCCCCCC(C)(C)C1=CC=C(C2CCCC(O)C2)C(O)=C1,CCCCCCC(C)(C)C1=CC=C(C2CCCC(O)C2)C(O)=C1
COC1=CC(C=CC(=O)CC(=O)C=CC2=CC=C(O)C(OC)=C2)=CC=C1O,COC1=CC(C=CC(=O)CC(=O)C=CC2=CC=C(O)C(OC)=C2)=CC=C1O
CCN=C1N=C(Cl)N=C(NC(C)(C)C#N)N1,CCN=C1N=C(Cl)N=C(NC(C)(C)C#N)N1
O=C(O)C1(C(O)=NC2=CC=C(Cl)C=C2Cl)CC1,O=C(O)C1(C(O)=NC2=CC=C(Cl)C=C2Cl)CC1
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1
CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C
NC(CSSCC(N)C(=O)O)C(=O)O,NC(CSSCC(N)C(=O)O)C(=O)O
NC(=O)NCCCC(N)C(=O)O,NC(=O)NCCCC(N)C(=O)O
OCC1OC(O)C(O)C(O)C1O,OCC1OC(O)C(O)C(O)C1O
NC(CC1=CN=CN1)C(=O)O,NC(CC1=CN=CN1)C(=O)O
NC1=CC=CC=C1C(=O)CC(N)C(=O)O,NC1=CC=CC=C1C(=O)CC(N)C(=O)O
CS(=O)CCC(N)C(=O)O,CS(=O)CCC(N)C(=O)O
CC(C)(CO)C(O)C(O)=NCCC(=O)O,CC(C)(CO)C(O)C(O)=NCCC(=O)O
NC(CC1=CC=C(O)C=C1)C(=O)O,NC(CC1=CC=C(O)C=C1)C(=O)O
CC(C)C(N)C(=O)O,CC(C)C(N)C(=O)O
CN(C)NC(=O)CCC(=O)O,CN(C)NC(=O)CCC(=O)O
CN1CC2CC1CN2C1=CC2=C(C=C1F)C(=O)C(C(=O)O)=CN2C1CC1,CN1CC2CC1CN2C1=CC2=C(C=C1F)C(=O)C(C(=O)O)=CN2C1CC1
COC1=CC2=C(C=C1O)OC(=O)C(OC1=CC=C3C=CC(=O)OC3=C1)=C2,COC1=CC2=C(C=C1O)OC(=O)C(OC1=CC=C3C=CC(=O)OC3=C1)=C2
CN1CSC(=S)N(C)C1,CN1CSC(=S)N(C)C1
CCCCCCCCCCOC1=CC2=C(C=C1OCC)NC=C(C(=O)OCC)C2=O,CCCCCCCCCCOC1=CC2=C(C=C1OCC)NC=C(C(=O)OCC)C2=O
CCCCCCCCCCN,CCCCCCCCCCN
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCN(CC)C(=O)C1=CC=CC(C)=C1
CC(=O)C1C(=O)C=C(C)OC1=O,CC(=O)C1C(=O)C=C(C)OC1=O
CCNC1=NC(N)=NC(Cl)=N1,CCNC1=NC(N)=NC(Cl)=N1
O=C1CCCCO1,O=C1CCCCO1
CCOC(O)=NC1=CC=CC(OC(O)=NC2=CC=CC=C2)=C1,CCOC(O)=NC1=CC=CC(OC(O)=NC2=CC=CC=C2)=C1
C1=CC=C2C(=C1)CC1=CC=CC=C1N1CCNCC21,C1=CC=C2C(=C1)CC1=CC=CC=C1N1CCNCC21
C#CCNC(C)CC1=CC=CC=C1,C#CCNC(C)CC1=CC=CC=C1
O=C(NC(CO)C(O)C1=CC=C(N(=O)O)C=C1)C(Cl)Cl,O=C(NC(CO)C(O)C1=CC=C(N(=O)O)C=C1)C(Cl)Cl
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C
COC1=CC=C(CC2=CNC(=N)NC2=N)C=C1OC,COC1=CC=C(CC2=CNC(=N)NC2=N)C=C1OC
CCOP(=O)(OCC)OC1=CC(C)=NC(C(C)C)=N1,CCOP(=O)(OCC)OC1=CC(C)=NC(C(C)C)=N1
COC1=C(Cl)C=CC(Cl)=C1C(=O)O,COC1=C(Cl)C=CC(Cl)=C1C(=O)O
CC(OC1=CC=C(Cl)C=C1Cl)C(=O)O,CC(OC1=CC=C(Cl)C=C1Cl)C(=O)O
N#CC(C1=CC=C(Cl)C=C1)C1=C(Cl)C=C(N2N=CC(O)=NC2=O)C=C1Cl,N#CC(C1=CC=C(Cl)C=C1)C1=C(Cl)C=C(N2N=CC(O)=NC2=O)C=C1Cl
COC1=C2C=CC=CC2=NC2=C1C=CO2,COC1=C2C=CC=CC2=NC2=C1C=CO2
CC1COC(CN2C=NC=N2)(C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2Cl)O1,CC1COC(CN2C=NC=N2)(C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2Cl)O1
CN1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2=CC=C(F)C=C2)CC1,CN1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2=CC=C(F)C=C2)CC1
O=C(NC1=CC=C(F)C=C1F)C1=CC=CN=C1OC1=CC=CC(C(F)(F)F)=C1,O=C(NC1=CC=C(F)C=C1F)C1=CC=CN=C1OC1=CC=CC(C(F)(F)F)=C1
COCCOCCOC,COCCOCCOC
CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC,CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC
COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C
CNC(=O)CSP(=S)(OC)OC,CNC(=O)CSP(=S)(OC)OC
COC1=CC=C(C(=CC(=O)N2CCOCC2)C2=CC=C(Cl)C=C2)C=C1OC,COC1=CC=C(C(=CC(=O)N2CCOCC2)C2=CC=C(Cl)C=C2)C=C1OC
COC(=O)C1=CC=CC=C1C(=O)OC,COC(=O)C1=CC=CC=C1C(=O)OC
CC1=NC=C(N(=O)O)N1C,CC1=NC=C(N(=O)O)N1C
COC1=CC=C(C(=O)C2=CC=CC=C2O)C(O)=C1,COC1=CC=C(C(=O)C2=CC=CC=C2O)C(O)=C1
CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC
O=P(O)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=P(O)(OC1=CC=CC=C1)OC1=CC=CC=C1
O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1
O=C1C(C2=CC=CC=C2)=C1C1=CC=CC=C1,O=C1C(C2=CC=CC=C2)=C1C1=CC=CC=C1
CC(CN1CCN(CCOCCO)CC1)CN1C2=CC=CC=C2SC2=CC=CC=C21,CC(CN1CCN(CCOCCO)CC1)CN1C2=CC=CC=C2SC2=CC=CC=C21
CC(C)CC(NC(=O)C(C)N)C(=O)O,CC(C)CC(NC(=O)C(C)N)C(=O)O
NC(N)=NCCCC(N)C(=O)O,NC(N)=NCCCC(N)C(=O)O
N=C(O)CC(N)C(=O)O,N=C(O)CC(N)C(=O)O
NC(CS)C(=O)O,NC(CS)C(=O)O
CNC(C)CC1=CC=CC=C1,CNC(C)CC1=CC=CC=C1
CCCCC(N)C(=O)O,CCCCC(N)C(=O)O
O=C(O)C1CCCN1,O=C(O)C1CCCN1
O=C(O)CCCCC1CCSS1,O=C(O)CCCCC1CCSS1
CCCCCCCCCCCCN,CCCCCCCCCCCCN
CN(C)CCC=C1C2=CC=CC=C2CSC2=CC=CC=C21,CN(C)CCC=C1C2=CC=CC=C2CSC2=CC=CC=C21
OCC(O)CN1CCN(C2=CC=CC=C2)CC1,OCC(O)CN1CCN(C2=CC=CC=C2)CC1
CC1=CC=CC(CCN2CCC(C(=O)C3=CC=C(NS(C)(=O)=O)C=C3)CC2)=N1,CC1=CC=CC(CCN2CCC(C(=O)C3=CC=C(NS(C)(=O)=O)C=C3)CC2)=N1
CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1
CC1=NN(C2=CC=CC=C2)C(=O)C1,CC1=NN(C2=CC=CC=C2)C(=O)C1
CCC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,CCC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O
CC1=C2C=CN=CC2=C(C)C2=C1NC1=CC=CC=C12,CC1=C2C=CN=CC2=C(C)C2=C1NC1=CC=CC=C12
CNC(=O)C1=CC=C(N2C(=S)N(C3=CC=C(C#N)C(C(F)(F)F)=C3)C(=O)C2(C)C)C=C1F,CNC(=O)C1=CC=C(N2C(=S)N(C3=CC=C(C#N)C(C(F)(F)F)=C3)C(=O)C2(C)C)C=C1F
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1
COC1=CC(C2OCC3C(C4=CC(OC)=C(OC)C(OC)=C4)OCC23)=CC(OC)=C1OC,COC1=CC(C2OCC3C(C4=CC(OC)=C(OC)C(OC)=C4)OCC23)=CC(OC)=C1OC
O=C1CC2OCC=C3CN4CCC56C7=CC=CC=C7N1C5C2C3CC46,O=C1CC2OCC=C3CN4CCC56C7=CC=CC=C7N1C5C2C3CC46
CCOC1OC2=CC=C(OS(C)(=O)=O)C=C2C1(C)C,CCOC1OC2=CC=C(OS(C)(=O)=O)C=C2C1(C)C
CCCSP(=O)(OCC)SCCC,CCCSP(=O)(OCC)SCCC
CCOC(=O)C1=CC=CC(N)=C1,CCOC(=O)C1=CC=CC(N)=C1
CCNCC(O)C1=CC=CC(O)=C1,CCNCC(O)C1=CC=CC(O)=C1
CCOC1=CC=C(C(C)(C)COCC2=CC=CC(OC3=CC=CC=C3)=C2)C=C1,CCOC1=CC=C(C(C)(C)COCC2=CC=CC(OC3=CC=CC=C3)=C2)C=C1
CN1C(=O)C2=C(N=CN2CCO)N(C)C1=O,CN1C(=O)C2=C(N=CN2CCO)N(C)C1=O
CN1C2=CC=CC=C2C(=O)N2CCC3=C(NC4=CC=CC=C43)C12,CN1C2=CC=CC=C2C(=O)N2CCC3=C(NC4=CC=CC=C43)C12
O=C(O)CCC(=O)C1=CC=C(C2=CC=CC=C2)C=C1,O=C(O)CCC(=O)C1=CC=C(C2=CC=CC=C2)C=C1
CCNC(C)CC1=CC=CC(C(F)(F)F)=C1,CCNC(C)CC1=CC=CC(C(F)(F)F)=C1
CC1(C(=O)NC2=CC=C(O)C(Cl)=C2Cl)CCCCC1,CC1(C(=O)NC2=CC=C(O)C(Cl)=C2Cl)CCCCC1
CC(C)(OC1=CC=C(C(=O)C2=CC=C(Cl)C=C2)C=C1)C(=O)O,CC(C)(OC1=CC=C(C(=O)C2=CC=C(Cl)C=C2)C=C1)C(=O)O
CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1
CC(CC1=CC=C(C(C)(C)C)C=C1)CN1CCCCC1,CC(CC1=CC=C(C(C)(C)C)C=C1)CN1CCCCC1
CC1=NN(C)C(OC2=CC=CC=C2)=C1C=NOCC1=CC=C(C(=O)OC(C)(C)C)C=C1,CC1=NN(C)C(OC2=CC=CC=C2)=C1C=NOCC1=CC=C(C(=O)OC(C)(C)C)C=C1
O=C(COC1=CC=C(Cl)C=C1)N1CCN(CC2=CC=C3OCOC3=C2)CC1,O=C(COC1=CC=C(Cl)C=C1)N1CCN(CC2=CC=C3OCOC3=C2)CC1
N#CC1=NN(C2=C(Cl)C=C(C(F)(F)F)C=C2Cl)C(N)=C1S(=O)C(F)(F)F,N#CC1=NN(C2=C(Cl)C=C(C(F)(F)F)C=C2Cl)C(N)=C1S(=O)C(F)(F)F
N#CC1=NN(C2=C(Cl)C=C(C(F)(F)F)C=C2Cl)C(N)=C1C(F)(F)F,N#CC1=NN(C2=C(Cl)C=C(C(F)(F)F)C=C2Cl)C(N)=C1C(F)(F)F
N#CC1=NN(C2=C(Cl)C=C(C(F)(F)F)C=C2Cl)C(N)=C1S(=O)(=O)C(F)(F)F,N#CC1=NN(C2=C(Cl)C=C(C(F)(F)F)C=C2Cl)C(N)=C1S(=O)(=O)C(F)(F)F
O=C1CC(C2=CC=CC=C2)OC2=CC=CC=C12,O=C1CC(C2=CC=CC=C2)OC2=CC=CC=C12
COC1=CC(CC(CO)C(CO)CC2=CC=C(O)C(OC)=C2)=CC=C1O,COC1=CC(CC(CO)C(CO)CC2=CC=C(O)C(OC)=C2)=CC=C1O
CN1CCN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN(CCF)C3=C2F)CC1,CN1CCN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN(CCF)C3=C2F)CC1
CS(=O)(=O)C1=CC=C(C(O)C(CF)NC(=O)C(Cl)Cl)C=C1,CS(=O)(=O)C1=CC=C(C(O)C(CF)NC(=O)C(Cl)Cl)C=C1
COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
CC(OC1=CC=C(OC2=CC=C(C(F)(F)F)C=N2)C=C1)C(=O)O,CC(OC1=CC=C(OC2=CC=C(C(F)(F)F)C=N2)C=C1)C(=O)O
CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C(F)(F)F)C=N2)C=C1,CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C(F)(F)F)C=N2)C=C1
COC(O)=NC1=NC2=CC=C(C(=O)C3=CC=C(F)C=C3)C=C2N1,COC(O)=NC1=NC2=CC=C(C(=O)C3=CC=C(F)C=C3)C=C2N1
